"행정구역별(읍면동)","연령별","시점","총인구(명)","총인구_남자(명)","총인구_여자(명)","총인구_성비","내국인(명)","내국인_남자(명)","내국인_여자(명)","내국인_성비",
"충청북도","중위연령","2023 년","46.6","44.6","48.8","","47.5","45.7","49.3","",
"충청남도","합계","2015 년","2107802","1078310","1029492","104.7","2036720","1034139","1002581","103.1",
"충청남도","합계","2016 년","2132566","1091091","1041475","104.8","2055033","1043049","1011984","103.1",
"충청남도","합계","2017 년","2162426","1108610","1053816","105.2","2077674","1056508","1021166","103.5",
"충청남도","합계","2018 년","2181416","1119996","1061420","105.5","2085578","1061485","1024093","103.7",
"충청남도","합계","2019 년","2188649","1124678","1063971","105.7","2084631","1061585","1023046","103.8",
"충청남도","합계","2020 년","2176636","1117575","1059061","105.5","2077470","1058869","1018601","104",
"충청남도","합계","2021 년","2175960","1116818","1059142","105.4","2077348","1059208","1018140","104",
"충청남도","합계","2022 년","2193214","1128115","1065099","105.9","2084595","1064010","1020585","104.3",
"충청남도","합계","2023 년","2216332","1144200","1072132","106.7","2089495","1068033","1021462","104.6",
"충청남도","0~4세","2015 년","97138","49993","47145","106","96344","49558","46786","105.9",
"충청남도","0~4세","2016 년","95828","48964","46864","104.5","94805","48428","46377","104.4",
"충청남도","0~4세","2017 년","92367","47150","45217","104.3","91126","46524","44602","104.3",
"충청남도","0~4세","2018 년","88159","44922","43237","103.9","86621","44147","42474","103.9",
"충청남도","0~4세","2019 년","82712","42212","40500","104.2","80868","41295","39573","104.4",
"충청남도","0~4세","2020 년","75539","38624","36915","104.6","73751","37726","36025","104.7",
"충청남도","0~4세","2021 년","68991","35349","33642","105.1","67041","34393","32648","105.3",
"충청남도","0~4세","2022 년","63582","32493","31089","104.5","61546","31499","30047","104.8",
"충청남도","0~4세","2023 년","59227","30364","28863","105.2","57137","29304","27833","105.3",
"충청남도","5~9세","2015 년","98242","50893","47349","107.5","97816","50670","47146","107.5",
"충청남도","5~9세","2016 년","100534","52093","48441","107.5","99909","51766","48143","107.5",
"충청남도","5~9세","2017 년","101812","52615","49197","106.9","101160","52257","48903","106.9",
"충청남도","5~9세","2018 년","101586","52389","49197","106.5","100687","51918","48769","106.5",
"충청남도","5~9세","2019 년","100919","51978","48941","106.2","99683","51323","48360","106.1",
"충청남도","5~9세","2020 년","99473","51033","48440","105.4","98233","50398","47835","105.4",
"충청남도","5~9세","2021 년","96901","49566","47335","104.7","95193","48687","46506","104.7",
"충청남도","5~9세","2022 년","92146","47163","44983","104.8","90079","46116","43963","104.9",
"충청남도","5~9세","2023 년","87572","44871","42701","105.1","85427","43795","41632","105.2",
"충청남도","10~14세","2015 년","100657","52223","48434","107.8","100402","52094","48308","107.8",
"충청남도","10~14세","2016 년","96299","49907","46392","107.6","95974","49750","46224","107.6",
"충청남도","10~14세","2017 년","97084","50269","46815","107.4","96711","50064","46647","107.3",
"충청남도","10~14세","2018 년","97915","50647","47268","107.1","97353","50353","47000","107.1",
"충청남도","10~14세","2019 년","97767","50526","47241","107","97011","50113","46898","106.9",
"충청남도","10~14세","2020 년","99816","51744","48072","107.6","98989","51289","47700","107.5",
"충청남도","10~14세","2021 년","101779","52812","48967","107.9","100703","52247","48456","107.8",
"충청남도","10~14세","2022 년","102492","52999","49493","107.1","101049","52261","48788","107.1",
"충청남도","10~14세","2023 년","101795","52638","49157","107.1","100097","51751","48346","107",
"충청남도","15~19세","2015 년","135925","71225","64700","110.1","134778","70712","64066","110.4",
"충청남도","15~19세","2016 년","133487","69607","63880","109","132137","69012","63125","109.3",
"충청남도","15~19세","2017 년","128419","67255","61164","110","126640","66462","60178","110.4",
"충청남도","15~19세","2018 년","123026","64278","58748","109.4","120816","63241","57575","109.8",
"충청남도","15~19세","2019 년","118253","61663","56590","109","115881","60573","55308","109.5",
"충청남도","15~19세","2020 년","107031","55685","51346","108.5","105327","54907","50420","108.9",
"충청남도","15~19세","2021 년","102279","53049","49230","107.8","100723","52286","48437","107.9",
"충청남도","15~19세","2022 년","105486","54917","50569","108.6","103236","53730","49506","108.5",
"충청남도","15~19세","2023 년","106679","55438","51241","108.2","103648","53767","49881","107.8",
"충청남도","20~24세","2015 년","144660","77338","67322","114.9","135706","72342","63364","114.2",
"충청남도","20~24세","2016 년","149280","79892","69388","115.1","139392","74262","65130","114",
"충청남도","20~24세","2017 년","148933","79921","69012","115.8","138349","73928","64421","114.8",
"충청남도","20~24세","2018 년","148850","80883","67967","119","136454","73689","62765","117.4",
"충청남도","20~24세","2019 년","146308","79091","67217","117.7","133469","71675","61794","116",
"충청남도","20~24세","2020 년","138808","74858","63950","117.1","127916","68805","59111","116.4",
"충청남도","20~24세","2021 년","133478","71315","62163","114.7","123739","66129","57610","114.8",
"충청남도","20~24세","2022 년","132325","70998","61327","115.8","121223","64914","56309","115.3",
"충청남도","20~24세","2023 년","128133","69258","58875","117.6","114831","61541","53290","115.5",
"충청남도","25~29세","2015 년","127182","71035","56147","126.5","113629","62258","51371","121.2",
"충청남도","25~29세","2016 년","128291","71924","56367","127.6","114044","62541","51503","121.4",
"충청남도","25~29세","2017 년","132844","75318","57526","130.9","117722","65259","52463","124.4",
"충청남도","25~29세","2018 년","135158","76756","58402","131.4","118697","65843","52854","124.6",
"충청남도","25~29세","2019 년","136534","78016","58518","133.3","119097","66494","52603","126.4",
"충청남도","25~29세","2020 년","135452","77631","57821","134.3","119515","67311","52204","128.9",
"충청남도","25~29세","2021 년","134304","77079","57225","134.7","119588","67645","51943","130.2",
"충청남도","25~29세","2022 년","133729","77078","56651","136.1","117652","66602","51050","130.5",
"충청남도","25~29세","2023 년","135427","79040","56387","140.2","116044","66181","49863","132.7",
"충청남도","30~34세","2015 년","152421","84202","68219","123.4","140662","76015","64647","117.6",
"충청남도","30~34세","2016 년","147304","81133","66171","122.6","134323","72301","62022","116.6",
"충청남도","30~34세","2017 년","142897","79028","63869","123.7","128521","69351","59170","117.2",
"충청남도","30~34세","2018 년","139708","77443","62265","124.4","123349","66628","56721","117.5",
"충청남도","30~34세","2019 년","137629","76834","60795","126.4","119934","65204","54730","119.1",
"충청남도","30~34세","2020 년","134317","74888","59429","126","117222","63898","53324","119.8",
"충청남도","30~34세","2021 년","132294","73946","58348","126.7","115955","63548","52407","121.3",
"충청남도","30~34세","2022 년","134873","76109","58764","129.5","117586","64747","52839","122.5",
"충청남도","30~34세","2023 년","140362","80040","60322","132.7","120101","66357","53744","123.5",
"충청남도","35~39세","2015 년","157002","85050","71952","118.2","148381","78909","69472","113.6",
"충청남도","35~39세","2016 년","161684","87950","73734","119.3","152285","81350","70935","114.7",
"충청남도","35~39세","2017 년","167736","91369","76367","119.6","157072","83998","73074","114.9",
"충청남도","35~39세","2018 년","171232","93064","78168","119.1","158758","84729","74029","114.5",
"충청남도","35~39세","2019 년","167421","90855","76566","118.7","153827","82016","71811","114.2",
"충청남도","35~39세","2020 년","158471","86058","72413","118.8","144801","77356","67445","114.7",
"충청남도","35~39세","2021 년","151521","82072","69449","118.2","137511","73270","64241","114.1",
"충청남도","35~39세","2022 년","144867","78879","65988","119.5","129570","69139","60431","114.4",
"충청남도","35~39세","2023 년","142665","78208","64457","121.3","124502","66610","57892","115.1",
"충청남도","40~44세","2015 년","167392","90009","77383","116.3","160404","85296","75108","113.6",
"충청남도","40~44세","2016 년","162513","87050","75463","115.4","155285","82237","73048","112.6",
"충청남도","40~44세","2017 년","162681","86985","75696","114.9","155115","82049","73066","112.3",
"충청남도","40~44세","2018 년","160037","86036","74001","116.3","151487","80492","70995","113.4",
"충청남도","40~44세","2019 년","158686","85226","73460","116","149050","79096","69954","113.1",
"충청남도","40~44세","2020 년","161373","86684","74689","116.1","151756","80666","71090","113.5",
"충청남도","40~44세","2021 년","165136","88911","76225","116.6","155136","82749","72387","114.3",
"충청남도","40~44세","2022 년","169822","91478","78344","116.8","158479","84519","73960","114.3",
"충청남도","40~44세","2023 년","173614","93479","80135","116.7","160318","85347","74971","113.8",
"충청남도","45~49세","2015 년","164903","87551","77352","113.2","158777","83983","74794","112.3",
"충청남도","45~49세","2016 년","172448","91787","80661","113.8","165861","87859","78002","112.6",
"충청남도","45~49세","2017 년","175351","93668","81683","114.7","168014","89319","78695","113.5",
"충청남도","45~49세","2018 년","175970","94315","81655","115.5","167942","89556","78386","114.2",
"충청남도","45~49세","2019 년","175448","94308","81140","116.2","166931","89161","77770","114.6",
"충청남도","45~49세","2020 년","172495","92159","80336","114.7","164549","87466","77083","113.5",
"충청남도","45~49세","2021 년","167069","88887","78182","113.7","159125","84189","74936","112.3",
"충청남도","45~49세","2022 년","165907","88061","77846","113.1","157914","83423","74491","112",
"충청남도","45~49세","2023 년","163642","87267","76375","114.3","154530","81974","72556","113",
"충청남도","50~54세","2015 년","164283","86760","77523","111.9","159194","84033","75161","111.8",
"충청남도","50~54세","2016 년","157710","83553","74157","112.7","151996","80467","71529","112.5",
"충청남도","50~54세","2017 년","158122","83518","74604","111.9","152075","80296","71779","111.9",
"충청남도","50~54세","2018 년","163316","85911","77405","111","157075","82545","74530","110.8",
"충청남도","50~54세","2019 년","169756","89458","80298","111.4","162996","85764","77232","111",
"충청남도","50~54세","2020 년","170448","89941","80507","111.7","163975","86482","77493","111.6",
"충청남도","50~54세","2021 년","178200","94286","83914","112.4","171305","90520","80785","112.1",
"충청남도","50~54세","2022 년","180477","95922","84555","113.4","172812","91689","81123","113",
"충청남도","50~54세","2023 년","181830","96956","84874","114.2","173326","92259","81067","113.8",
"충청남도","55~59세","2015 년","151924","77372","74552","103.8","148410","75506","72904","103.6",
"충청남도","55~59세","2016 년","162864","83190","79674","104.4","159233","81273","77960","104.2",
"충청남도","55~59세","2017 년","169336","86830","82506","105.2","165381","84822","80559","105.3",
"충청남도","55~59세","2018 년","172275","88802","83473","106.4","167709","86476","81233","106.5",
"충청남도","55~59세","2019 년","172052","89402","82650","108.2","166904","86733","80171","108.2",
"충청남도","55~59세","2020 년","170461","89158","81303","109.7","165142","86476","78666","109.9",
"충청남도","55~59세","2021 년","163026","85599","77427","110.6","157321","82751","74570","111",
"충청남도","55~59세","2022 년","163134","85385","77749","109.8","157249","82393","74856","110.1",
"충청남도","55~59세","2023 년","169230","88253","80977","109","163007","85027","77980","109",
"충청남도","60~64세","2015 년","113309","56034","57275","97.8","111107","54880","56227","97.6",
"충청남도","60~64세","2016 년","123639","61406","62233","98.7","121018","60055","60963","98.5",
"충청남도","60~64세","2017 년","130826","65553","65273","100.4","127846","63982","63864","100.2",
"충청남도","60~64세","2018 년","141028","70769","70259","100.7","137876","69130","68746","100.6",
"충청남도","60~64세","2019 년","148630","74683","73947","101","145294","72967","72327","100.9",
"충청남도","60~64세","2020 년","157804","79367","78437","101.2","154302","77662","76640","101.3",
"충청남도","60~64세","2021 년","169640","85800","83840","102.3","166177","84108","82069","102.5",
"충청남도","60~64세","2022 년","175472","89069","86403","103.1","171593","87220","84373","103.4",
"충청남도","60~64세","2023 년","179892","91927","87965","104.5","175292","89717","85575","104.8",
"충청남도","65~69세","2015 년","93066","45464","47602","95.5","92186","45019","47167","95.4",
"충청남도","65~69세","2016 년","97199","47424","49775","95.3","96161","46882","49279","95.1",
"충청남도","65~69세","2017 년","101470","49478","51992","95.2","100306","48874","51432","95",
"충청남도","65~69세","2018 년","102476","50005","52471","95.3","101091","49317","51774","95.3",
"충청남도","65~69세","2019 년","106388","51796","54592","94.9","104782","51007","53775","94.9",
"충청남도","65~69세","2020 년","115488","56440","59048","95.6","113678","55601","58077","95.7",
"충청남도","65~69세","2021 년","125219","61426","63793","96.3","123226","60523","62703","96.5",
"충청남도","65~69세","2022 년","132764","65710","67054","98","130361","64599","65762","98.2",
"충청남도","65~69세","2023 년","143360","71122","72238","98.5","140607","69884","70723","98.8",
"충청남도","70~74세","2015 년","83023","36318","46705","77.8","82682","36170","46512","77.8",
"충청남도","70~74세","2016 년","80326","36022","44304","81.3","79927","35847","44080","81.3",
"충청남도","70~74세","2017 년","78118","35993","42125","85.4","77663","35802","41861","85.5",
"충청남도","70~74세","2018 년","80854","37852","43002","88","80339","37650","42689","88.2",
"충청남도","70~74세","2019 년","85117","40576","44541","91.1","84475","40317","44158","91.3",
"충청남도","70~74세","2020 년","91342","43738","47604","91.9","90622","43452","47170","92.1",
"충청남도","70~74세","2021 년","95159","45517","49642","91.7","94331","45168","49163","91.9",
"충청남도","70~74세","2022 년","99466","47609","51857","91.8","98433","47167","51266","92",
"충청남도","70~74세","2023 년","100615","48167","52448","91.8","99387","47647","51740","92.1",
"충청남도","75~79세","2015 년","75394","30381","45013","67.5","75134","30287","44847","67.5",
"충청남도","75~79세","2016 년","75162","30332","44830","67.7","74883","30228","44655","67.7",
"충청남도","75~79세","2017 년","80124","32499","47625","68.2","79874","32419","47455","68.3",
"충청남도","75~79세","2018 년","79419","32620","46799","69.7","79155","32536","46619","69.8",
"충청남도","75~79세","2019 년","78007","32333","45674","70.8","77697","32218","45479","70.8",
"충청남도","75~79세","2020 년","76790","32212","44578","72.3","76460","32098","44362","72.4",
"충청남도","75~79세","2021 년","74383","32049","42334","75.7","74023","31929","42094","75.9",
"충청남도","75~79세","2022 년","72580","32275","40305","80.1","72105","32128","39977","80.4",
"충청남도","75~79세","2023 년","75415","34136","41279","82.7","74841","33969","40872","83.1",
"충청남도","80~84세","2015 년","50472","18073","32399","55.8","50367","18040","32327","55.8",
"충청남도","80~84세","2016 년","55141","19971","35170","56.8","55021","19930","35091","56.8",
"충청남도","80~84세","2017 년","57553","21011","36542","57.5","57412","20970","36442","57.5",
"충청남도","80~84세","2018 년","60114","22003","38111","57.7","59943","21952","37991","57.8",
"충청남도","80~84세","2019 년","62787","23002","39785","57.8","62605","22954","39651","57.9",
"충청남도","80~84세","2020 년","62494","23171","39323","58.9","62296","23127","39169","59",
"충청남도","80~84세","2021 년","62909","23388","39521","59.2","62680","23331","39349","59.3",
"충청남도","80~84세","2022 년","67237","25200","42037","59.9","66979","25132","41847","60.1",
"충청남도","80~84세","2023 년","66746","25361","41385","61.3","66451","25272","41179","61.4",
"충청남도","85~89세","2015 년","21956","6378","15578","40.9","21915","6365","15550","40.9",
"충청남도","85~89세","2016 년","23443","6763","16680","40.5","23396","6748","16648","40.5",
"충청남도","85~89세","2017 년","26401","7797","18604","41.9","26345","7782","18563","41.9",
"충청남도","85~89세","2018 년","28914","8738","20176","43.3","28860","8723","20137","43.3",
"충청남도","85~89세","2019 년","31609","9854","21755","45.3","31533","9822","21711","45.2",
"충청남도","85~89세","2020 년","35174","10997","24177","45.5","35101","10971","24130","45.5",
"충청남도","85~89세","2021 년","38580","12293","26287","46.8","38506","12269","26237","46.8",
"충청남도","85~89세","2022 년","40063","12814","27249","47","39971","12788","27183","47",
"충청남도","85~89세","2023 년","41823","13351","28472","46.9","41684","13319","28365","47",
"충청남도","90~94세","2015 년","7228","1697","5531","30.7","7208","1693","5515","30.7",
"충청남도","90~94세","2016 년","7588","1785","5803","30.8","7569","1781","5788","30.8",
"충청남도","90~94세","2017 년","8213","1961","6252","31.4","8205","1959","6246","31.4",
"충청남도","90~94세","2018 년","8940","2122","6818","31.1","8929","2119","6810","31.1",
"충청남도","90~94세","2019 년","10102","2396","7706","31.1","10078","2386","7692","31",
"충청남도","90~94세","2020 년","11183","2689","8494","31.7","11161","2682","8479","31.6",
"충청남도","90~94세","2021 년","12176","2933","9243","31.7","12154","2927","9227","31.7",
"충청남도","90~94세","2022 년","13687","3351","10336","32.4","13662","3343","10319","32.4",
"충청남도","90~94세","2023 년","14937","3713","11224","33.1","14908","3704","11204","33.1",
"충청남도","95~99세","2015 년","1442","290","1152","25.2","1437","285","1152","24.7",
"충청남도","95~99세","2016 년","1627","321","1306","24.6","1617","315","1302","24.2",
"충청남도","95~99세","2017 년","1917","366","1551","23.6","1915","365","1550","23.5",
"충청남도","95~99세","2018 년","2198","410","1788","22.9","2196","410","1786","23",
"충청남도","95~99세","2019 년","2229","424","1805","23.5","2221","422","1799","23.5",
"충청남도","95~99세","2020 년","2327","443","1884","23.5","2325","442","1883","23.5",
"충청남도","95~99세","2021 년","2535","482","2053","23.5","2531","481","2050","23.5",
"충청남도","95~99세","2022 년","2690","552","2138","25.8","2682","549","2133","25.7",
"충청남도","95~99세","2023 년","2912","545","2367","23","2903","543","2360","23",
"충청남도","100세이상","2015 년","183","24","159","15.1","181","24","157","15.3",
"충청남도","100세이상","2016 년","199","17","182","9.3","197","17","180","9.4",
"충청남도","100세이상","2017 년","222","26","196","13.3","222","26","196","13.3",
"충청남도","100세이상","2018 년","241","31","210","14.8","241","31","210","14.8",
"충청남도","100세이상","2019 년","295","45","250","18","295","45","250","18",
"충청남도","100세이상","2020 년","350","55","295","18.6","349","54","295","18.3",
"충청남도","100세이상","2021 년","381","59","322","18.3","380","58","322","18",
"충청남도","100세이상","2022 년","415","53","362","14.6","414","52","362","14.4",
"충청남도","100세이상","2023 년","456","66","390","16.9","454","65","389","16.7",
"충청남도","15세미만","2015 년","296037","153109","142928","107.1","294562","152322","142240","107.1",
"충청남도","15세미만","2016 년","292661","150964","141697","106.5","290688","149944","140744","106.5",
"충청남도","15세미만","2017 년","291263","150034","141229","106.2","288997","148845","140152","106.2",
"충청남도","15세미만","2018 년","287660","147958","139702","105.9","284661","146418","138243","105.9",
"충청남도","15세미만","2019 년","281398","144716","136682","105.9","277562","142731","134831","105.9",
"충청남도","15세미만","2020 년","274828","141401","133427","106","270973","139413","131560","106",
"충청남도","15세미만","2021 년","267671","137727","129944","106","262937","135327","127610","106",
"충청남도","15세미만","2022 년","258220","132655","125565","105.6","252674","129876","122798","105.8",
"충청남도","15세미만","2023 년","248594","127873","120721","105.9","242661","124850","117811","106",
"충청남도","15~64세","2015 년","1479001","786576","692425","113.6","1411048","743934","667114","111.5",
"충청남도","15~64세","2016 년","1499220","797492","701728","113.6","1425574","751357","674217","111.4",
"충청남도","15~64세","2017 년","1517145","809445","707700","114.4","1436735","759466","677269","112.1",
"충청남도","15~64세","2018 년","1530600","818257","712343","114.9","1440163","762329","677834","112.5",
"충청남도","15~64세","2019 년","1530717","819536","711181","115.2","1433383","759683","673700","112.8",
"충청남도","15~64세","2020 년","1506660","806429","700231","115.2","1414505","751029","663476","113.2",
"충청남도","15~64세","2021 년","1496947","800944","696003","115.1","1406580","747195","659385","113.3",
"충청남도","15~64세","2022 년","1506092","807896","698196","115.7","1407314","748376","658938","113.6",
"충청남도","15~64세","2023 년","1521474","819866","701608","116.9","1405599","748780","656819","114",
"충청남도","65세이상","2015 년","332764","138625","194139","71.4","331110","137883","193227","71.4",
"충청남도","65세이상","2016 년","340685","142635","198050","72","338771","141748","197023","71.9",
"충청남도","65세이상","2017 년","354018","149131","204887","72.8","351942","148197","203745","72.7",
"충청남도","65세이상","2018 년","363156","153781","209375","73.4","360754","152738","208016","73.4",
"충청남도","65세이상","2019 년","376534","160426","216108","74.2","373686","159171","214515","74.2",
"충청남도","65세이상","2020 년","395148","169745","225403","75.3","391992","168427","223565","75.3",
"충청남도","65세이상","2021 년","411342","178147","233195","76.4","407831","176686","231145","76.4",
"충청남도","65세이상","2022 년","428902","187564","241338","77.7","424607","185758","238849","77.8",
"충청남도","65세이상","2023 년","446264","196461","249803","78.6","441235","194403","246832","78.8",
"충청남도","85세이상","2015 년","30809","8389","22420","37.4","30741","8367","22374","37.4",
"충청남도","85세이상","2016 년","32857","8886","23971","37.1","32779","8861","23918","37",
"충청남도","85세이상","2017 년","36753","10150","26603","38.2","36687","10132","26555","38.2",
"충청남도","85세이상","2018 년","40293","11301","28992","39","40226","11283","28943","39",
"충청남도","85세이상","2019 년","44235","12719","31516","40.4","44127","12675","31452","40.3",
"충청남도","85세이상","2020 년","49034","14184","34850","40.7","48936","14149","34787","40.7",
"충청남도","85세이상","2021 년","53672","15767","37905","41.6","53571","15735","37836","41.6",
"충청남도","85세이상","2022 년","56855","16770","40085","41.8","56729","16732","39997","41.8",
"충청남도","85세이상","2023 년","60128","17675","42453","41.6","59949","17631","42318","41.7",
"충청남도","평균연령","2015 년","41.1","39.7","42.6","","41.2","39.8","42.7","",
"충청남도","평균연령","2016 년","41.5","40.1","42.9","","41.6","40.2","43.1","",
"충청남도","평균연령","2017 년","41.9","40.5","43.3","","42.1","40.7","43.5","",
"충청남도","평균연령","2018 년","42.3","40.9","43.8","","42.6","41.2","44","",
"충청남도","평균연령","2019 년","42.8","41.4","44.3","","43.1","41.8","44.6","",
"충청남도","평균연령","2020 년","43.5","42.1","45","","43.8","42.4","45.3","",
"충청남도","평균연령","2021 년","44.1","42.8","45.6","","44.4","43.1","45.9","",
"충청남도","평균연령","2022 년","44.6","43.2","46","","44.9","43.6","46.4","",
"충청남도","평균연령","2023 년","45","43.6","46.5","","45.5","44.2","46.9","",
"충청남도","중위연령","2015 년","41.3","39.8","42.8","","41.6","40.3","43.1","",
"충청남도","중위연령","2016 년","41.7","40.3","43.3","","42.2","40.8","43.6","",
"충청남도","중위연령","2017 년","42.2","40.7","43.9","","42.8","41.3","44.2","",
"충청남도","중위연령","2018 년","42.7","41.2","44.5","","43.4","41.9","44.9","",
"충청남도","중위연령","2019 년","43.4","41.8","45.1","","44.1","42.6","45.7","",
"충청남도","중위연령","2020 년","44.3","42.7","46.1","","45","43.5","46.6","",
"충청남도","중위연령","2021 년","45","43.5","46.8","","45.8","44.3","47.4","",
"충청남도","중위연령","2022 년","45.5","43.9","47.4","","46.4","44.9","48","",
"충청남도","중위연령","2023 년","46","44.4","48","","47.1","45.6","48.8","",
"전라북도","합계","2015 년","1834114","915729","918385","99.7","1804184","899308","904876","99.4",
"전라북도","합계","2016 년","1833168","915493","917675","99.8","1801619","898232","903387","99.4",
"전라북도","합계","2017 년","1826174","911592","914582","99.7","1792410","893346","899064","99.4",
"전라북도","합계","2018 년","1818157","907683","910474","99.7","1779026","886532","892494","99.3",
"전라북도","합계","2019 년","1807423","902704","904719","99.8","1763463","878627","884836","99.3",
"전라북도","합계","2020 년","1802766","899058","903708","99.5","1760400","876451","883949","99.2",
"전라북도","합계","2021 년","1787053","891295","895758","99.5","1746006","869614","876392","99.2",
"전라북도","합계","2022 년","1774248","885708","888540","99.7","1729520","861385","868135","99.2",
"전라북도","합계","2023 년","1768491","884098","884393","100","1715692","854648","861044","99.3",
"전라북도","0~4세","2015 년","76068","39071","36997","105.6","75762","38909","36853","105.6",
"전라북도","0~4세","2016 년","73369","37751","35618","106","73054","37585","35469","106",
"전라북도","0~4세","2017 년","68290","35118","33172","105.9","68023","34967","33056","105.8",
"전라북도","0~4세","2018 년","63571","32573","30998","105.1","63211","32378","30833","105",
"전라북도","0~4세","2019 년","58372","29799","28573","104.3","57948","29558","28390","104.1",
"전라북도","0~4세","2020 년","52412","26759","25653","104.3","52011","26545","25466","104.2",
"전라북도","0~4세","2021 년","47000","23980","23020","104.2","46614","23772","22842","104.1",
"전라북도","0~4세","2022 년","42850","21718","21132","102.8","42461","21514","20947","102.7",
"전라북도","0~4세","2023 년","39476","19965","19511","102.3","39066","19768","19298","102.4",
"전라북도","5~9세","2015 년","79366","41026","38340","107","79145","40921","38224","107.1",
"전라북도","5~9세","2016 년","80588","41516","39072","106.3","80342","41395","38947","106.3",
"전라북도","5~9세","2017 년","80210","41274","38936","106","80043","41192","38851","106",
"전라북도","5~9세","2018 년","78863","40614","38249","106.2","78701","40523","38178","106.1",
"전라북도","5~9세","2019 년","77840","40091","37749","106.2","77587","39949","37638","106.1",
"전라북도","5~9세","2020 년","76371","39287","37084","105.9","76132","39150","36982","105.9",
"전라북도","5~9세","2021 년","73014","37641","35373","106.4","72722","37472","35250","106.3",
"전라북도","5~9세","2022 년","67947","35007","32940","106.3","67598","34811","32787","106.2",
"전라북도","5~9세","2023 년","63168","32426","30742","105.5","62855","32254","30601","105.4",
"전라북도","10~14세","2015 년","91063","47228","43835","107.7","90904","47145","43759","107.7",
"전라북도","10~14세","2016 년","84666","44064","40602","108.5","84513","43980","40533","108.5",
"전라북도","10~14세","2017 년","82865","42971","39894","107.7","82765","42923","39842","107.7",
"전라북도","10~14세","2018 년","81024","42056","38968","107.9","80918","42004","38914","107.9",
"전라북도","10~14세","2019 년","79205","41082","38123","107.8","79071","41016","38055","107.8",
"전라북도","10~14세","2020 년","80415","41570","38845","107","80274","41500","38774","107",
"전라북도","10~14세","2021 년","81088","41788","39300","106.3","80909","41694","39215","106.3",
"전라북도","10~14세","2022 년","80321","41314","39007","105.9","80108","41207","38901","105.9",
"전라북도","10~14세","2023 년","78833","40553","38280","105.9","78622","40451","38171","106",
"전라북도","15~19세","2015 년","123926","65504","58422","112.1","123405","65248","58157","112.2",
"전라북도","15~19세","2016 년","120958","63887","57071","111.9","120269","63533","56736","112",
"전라북도","15~19세","2017 년","114829","60874","53955","112.8","113587","60244","53343","112.9",
"전라북도","15~19세","2018 년","108439","57444","50995","112.6","106984","56674","50310","112.6",
"전라북도","15~19세","2019 년","101942","53956","47986","112.4","100447","53146","47301","112.4",
"전라북도","15~19세","2020 년","93811","49481","44330","111.6","92961","49060","43901","111.8",
"전라북도","15~19세","2021 년","87145","46109","41036","112.4","86407","45715","40692","112.3",
"전라북도","15~19세","2022 년","86048","45376","40672","111.6","84714","44681","40033","111.6",
"전라북도","15~19세","2023 년","84259","44490","39769","111.9","82756","43747","39009","112.1",
"전라북도","20~24세","2015 년","126300","69322","56978","121.7","121426","66926","54500","122.8",
"전라북도","20~24세","2016 년","128596","70624","57972","121.8","123315","68071","55244","123.2",
"전라북도","20~24세","2017 년","128067","70721","57346","123.3","122021","67646","54375","124.4",
"전라북도","20~24세","2018 년","128024","71071","56953","124.8","120249","66772","53477","124.9",
"전라북도","20~24세","2019 년","124548","69242","55306","125.2","115976","64325","51651","124.5",
"전라북도","20~24세","2020 년","123972","68339","55633","122.8","115947","63789","52158","122.3",
"전라북도","20~24세","2021 년","118283","65327","52956","123.4","110932","61234","49698","123.2",
"전라북도","20~24세","2022 년","111284","61905","49379","125.4","103959","57812","46147","125.3",
"전라북도","20~24세","2023 년","105732","58718","47014","124.9","97500","54062","43438","124.5",
"전라북도","25~29세","2015 년","97765","52875","44890","117.8","91510","49196","42314","116.3",
"전라북도","25~29세","2016 년","97731","52950","44781","118.2","91187","49076","42111","116.5",
"전라북도","25~29세","2017 년","99015","53533","45482","117.7","92330","49674","42656","116.5",
"전라북도","25~29세","2018 년","100946","54850","46096","119","93335","50492","42843","117.9",
"전라북도","25~29세","2019 년","103749","56701","47048","120.5","95285","51837","43448","119.3",
"전라북도","25~29세","2020 년","105427","57718","47709","121","97122","53007","44115","120.2",
"전라북도","25~29세","2021 년","106105","58432","47673","122.6","98188","53878","44310","121.6",
"전라북도","25~29세","2022 년","105436","58230","47206","123.4","96505","52892","43613","121.3",
"전라북도","25~29세","2023 년","105782","58649","47133","124.4","95258","52202","43056","121.2",
"전라북도","30~34세","2015 년","109359","57328","52031","110.2","104691","54419","50272","108.2",
"전라북도","30~34세","2016 년","103957","54309","49648","109.4","98994","51287","47707","107.5",
"전라북도","30~34세","2017 년","97034","50645","46389","109.2","91748","47482","44266","107.3",
"전라북도","30~34세","2018 년","92655","48275","44380","108.8","86260","44536","41724","106.7",
"전라북도","30~34세","2019 년","89313","46712","42601","109.7","82318","42643","39675","107.5",
"전라북도","30~34세","2020 년","88247","46489","41758","111.3","81111","42377","38734","109.4",
"전라북도","30~34세","2021 년","87868","46480","41388","112.3","80983","42590","38393","110.9",
"전라북도","30~34세","2022 년","90187","48108","42079","114.3","82598","43628","38970","112",
"전라북도","30~34세","2023 년","93676","50508","43168","117","84470","44874","39596","113.3",
"전라북도","35~39세","2015 년","120792","62471","58321","107.1","117846","60600","57246","105.9",
"전라북도","35~39세","2016 년","120642","62417","58225","107.2","117433","60431","57002","106",
