"행정구역별(읍면동)","연령별","시점","총인구(명)","총인구_남자(명)","총인구_여자(명)","총인구_성비","내국인(명)","내국인_남자(명)","내국인_여자(명)","내국인_성비",
"세종특별자치시","65~69세","2017 년","8195","3967","4228","93.8","8122","3926","4196","93.6",
"세종특별자치시","65~69세","2018 년","9251","4513","4738","95.3","9159","4456","4703","94.7",
"세종특별자치시","65~69세","2019 년","10237","4985","5252","94.9","10135","4928","5207","94.6",
"세종특별자치시","65~69세","2020 년","11668","5723","5945","96.3","11539","5651","5888","96",
"세종특별자치시","65~69세","2021 년","13331","6572","6759","97.2","13199","6501","6698","97.1",
"세종특별자치시","65~69세","2022 년","14517","7162","7355","97.4","14375","7089","7286","97.3",
"세종특별자치시","65~69세","2023 년","15807","7737","8070","95.9","15646","7656","7990","95.8",
"세종특별자치시","70~74세","2015 년","5412","2376","3036","78.3","5397","2370","3027","78.3",
"세종특별자치시","70~74세","2016 년","5584","2528","3056","82.7","5560","2517","3043","82.7",
"세종특별자치시","70~74세","2017 년","5775","2654","3121","85","5750","2640","3110","84.9",
"세종특별자치시","70~74세","2018 년","6377","2987","3390","88.1","6350","2971","3379","87.9",
"세종특별자치시","70~74세","2019 년","7160","3408","3752","90.8","7124","3390","3734","90.8",
"세종특별자치시","70~74세","2020 년","7929","3829","4100","93.4","7878","3806","4072","93.5",
"세종특별자치시","70~74세","2021 년","8462","4089","4373","93.5","8406","4063","4343","93.6",
"세종특별자치시","70~74세","2022 년","9286","4517","4769","94.7","9223","4488","4735","94.8",
"세종특별자치시","70~74세","2023 년","9668","4670","4998","93.4","9589","4635","4954","93.6",
"세종특별자치시","75~79세","2015 년","4504","1832","2672","68.6","4487","1825","2662","68.6",
"세종특별자치시","75~79세","2016 년","4833","1954","2879","67.9","4817","1950","2867","68",
"세종특별자치시","75~79세","2017 년","5421","2237","3184","70.3","5411","2235","3176","70.4",
"세종특별자치시","75~79세","2018 년","5710","2402","3308","72.6","5697","2398","3299","72.7",
"세종특별자치시","75~79세","2019 년","5793","2462","3331","73.9","5780","2458","3322","74",
"세종특별자치시","75~79세","2020 년","5872","2529","3343","75.7","5857","2524","3333","75.7",
"세종특별자치시","75~79세","2021 년","5869","2612","3257","80.2","5851","2605","3246","80.3",
"세종특별자치시","75~79세","2022 년","5967","2665","3302","80.7","5944","2657","3287","80.8",
"세종특별자치시","75~79세","2023 년","6295","2870","3425","83.8","6267","2861","3406","84",
"세종특별자치시","80~84세","2015 년","2981","1028","1953","52.6","2967","1025","1942","52.8",
"세종특별자치시","80~84세","2016 년","3287","1155","2132","54.2","3275","1151","2124","54.2",
"세종특별자치시","80~84세","2017 년","3576","1279","2297","55.7","3563","1275","2288","55.7",
"세종특별자치시","80~84세","2018 년","3835","1407","2428","57.9","3823","1405","2418","58.1",
"세종특별자치시","80~84세","2019 년","4045","1475","2570","57.4","4038","1473","2565","57.4",
"세종특별자치시","80~84세","2020 년","4178","1559","2619","59.5","4168","1554","2614","59.4",
"세종특별자치시","80~84세","2021 년","4387","1646","2741","60.1","4379","1644","2735","60.1",
"세종특별자치시","80~84세","2022 년","4853","1913","2940","65.1","4843","1909","2934","65.1",
"세종특별자치시","80~84세","2023 년","4903","1950","2953","66","4885","1945","2940","66.2",
"세종특별자치시","85~89세","2015 년","1396","373","1023","36.5","1393","372","1021","36.4",
"세종특별자치시","85~89세","2016 년","1559","422","1137","37.1","1554","419","1135","36.9",
"세종특별자치시","85~89세","2017 년","1754","479","1275","37.6","1753","478","1275","37.5",
"세종특별자치시","85~89세","2018 년","1918","505","1413","35.7","1916","504","1412","35.7",
"세종특별자치시","85~89세","2019 년","2154","618","1536","40.2","2148","616","1532","40.2",
"세종특별자치시","85~89세","2020 년","2348","689","1659","41.5","2344","689","1655","41.6",
"세종특별자치시","85~89세","2021 년","2587","793","1794","44.2","2579","790","1789","44.2",
"세종특별자치시","85~89세","2022 년","2671","832","1839","45.2","2665","830","1835","45.2",
"세종특별자치시","85~89세","2023 년","2780","889","1891","47","2775","888","1887","47.1",
"세종특별자치시","90~94세","2015 년","464","109","355","30.7","464","109","355","30.7",
"세종특별자치시","90~94세","2016 년","468","102","366","27.9","468","102","366","27.9",
"세종특별자치시","90~94세","2017 년","548","123","425","28.9","548","123","425","28.9",
"세종특별자치시","90~94세","2018 년","619","141","478","29.5","619","141","478","29.5",
"세종특별자치시","90~94세","2019 년","745","173","572","30.2","743","173","570","30.4",
"세종특별자치시","90~94세","2020 년","830","192","638","30.1","830","192","638","30.1",
"세종특별자치시","90~94세","2021 년","897","202","695","29.1","895","202","693","29.1",
"세종특별자치시","90~94세","2022 년","988","210","778","27","987","210","777","27",
"세종특별자치시","90~94세","2023 년","1042","227","815","27.9","1039","226","813","27.8",
"세종특별자치시","95~99세","2015 년","81","13","68","19.1","81","13","68","19.1",
"세종특별자치시","95~99세","2016 년","87","15","72","20.8","87","15","72","20.8",
"세종특별자치시","95~99세","2017 년","111","24","87","27.6","111","24","87","27.6",
"세종특별자치시","95~99세","2018 년","120","24","96","25","120","24","96","25",
"세종특별자치시","95~99세","2019 년","125","25","100","25","125","25","100","25",
"세종특별자치시","95~99세","2020 년","152","29","123","23.6","152","29","123","23.6",
"세종특별자치시","95~99세","2021 년","174","29","145","20","174","29","145","20",
"세종특별자치시","95~99세","2022 년","180","32","148","21.6","180","32","148","21.6",
"세종특별자치시","95~99세","2023 년","218","41","177","23.2","218","41","177","23.2",
"세종특별자치시","100세이상","2015 년","12","X","11","9.1","12","X","11","9.1",
"세종특별자치시","100세이상","2016 년","21","X","21","0","21","X","21","0",
"세종특별자치시","100세이상","2017 년","18","X","18","0","18","X","18","0",
"세종특별자치시","100세이상","2018 년","21","X","20","5","21","X","20","5",
"세종특별자치시","100세이상","2019 년","21","X","19","10.5","21","X","19","10.5",
"세종특별자치시","100세이상","2020 년","16","X","14","14.3","16","X","14","14.3",
"세종특별자치시","100세이상","2021 년","20","X","16","25","20","X","16","25",
"세종특별자치시","100세이상","2022 년","28","6","22","27.3","28","6","22","27.3",
"세종특별자치시","100세이상","2023 년","28","X","24","16.7","28","X","24","16.7",
"세종특별자치시","15세미만","2015 년","39711","20241","19470","104","39599","20183","19416","104",
"세종특별자치시","15세미만","2016 년","47977","24338","23639","103","47856","24276","23580","103",
"세종특별자치시","15세미만","2017 년","55731","28320","27411","103.3","55602","28250","27352","103.3",
"세종특별자치시","15세미만","2018 년","63161","32078","31083","103.2","62989","31995","30994","103.2",
"세종특별자치시","15세미만","2019 년","67563","34294","33269","103.1","67345","34182","33163","103.1",
"세종특별자치시","15세미만","2020 년","69840","35584","34256","103.9","69647","35487","34160","103.9",
"세종특별자치시","15세미만","2021 년","71607","36428","35179","103.6","71392","36328","35064","103.6",
"세종특별자치시","15세미만","2022 년","72186","36735","35451","103.6","71919","36611","35308","103.7",
"세종특별자치시","15세미만","2023 년","70310","35805","34505","103.8","70078","35695","34383","103.8",
"세종특별자치시","15~64세","2015 년","143274","74225","69049","107.5","139030","71582","67448","106.1",
"세종특별자치시","15~64세","2016 년","171538","88698","82840","107.1","166956","85939","81017","106.1",
"세종특별자치시","15~64세","2017 년","195460","100264","95196","105.3","190421","97266","93155","104.4",
"세종특별자치시","15~64세","2018 년","221362","113231","108131","104.7","215194","109507","105687","103.6",
"세종특별자치시","15~64세","2019 년","240293","122706","117587","104.4","232848","118041","114807","102.8",
"세종특별자치시","15~64세","2020 년","251100","127803","123297","103.7","244258","123607","120651","102.5",
"세종특별자치시","15~64세","2021 년","258893","131241","127652","102.8","252341","127294","125047","101.8",
"세종특별자치시","15~64세","2022 년","271913","138093","133820","103.2","265228","134150","131078","102.3",
"세종특별자치시","15~64세","2023 년","275210","139806","135404","103.3","267929","135353","132576","102.1",
"세종특별자치시","65세이상","2015 년","21103","8744","12359","70.8","20988","8690","12298","70.7",
"세종특별자치시","65세이상","2016 년","22992","9612","13380","71.8","22860","9550","13310","71.8",
"세종특별자치시","65세이상","2017 년","25398","10763","14635","73.5","25276","10701","14575","73.4",
"세종특별자치시","65세이상","2018 년","27851","11980","15871","75.5","27705","11900","15805","75.3",
"세종특별자치시","65세이상","2019 년","30280","13148","17132","76.7","30114","13065","17049","76.6",
"세종특별자치시","65세이상","2020 년","32993","14552","18441","78.9","32784","14447","18337","78.8",
"세종특별자치시","65세이상","2021 년","35727","15947","19780","80.6","35503","15838","19665","80.5",
"세종특별자치시","65세이상","2022 년","38490","17337","21153","82","38245","17221","21024","81.9",
"세종특별자치시","65세이상","2023 년","40741","18388","22353","82.3","40447","18256","22191","82.3",
"세종특별자치시","85세이상","2015 년","1953","496","1457","34","1950","495","1455","34",
"세종특별자치시","85세이상","2016 년","2135","539","1596","33.8","2130","536","1594","33.6",
"세종특별자치시","85세이상","2017 년","2431","626","1805","34.7","2430","625","1805","34.6",
"세종특별자치시","85세이상","2018 년","2678","671","2007","33.4","2676","670","2006","33.4",
"세종특별자치시","85세이상","2019 년","3045","818","2227","36.7","3037","816","2221","36.7",
"세종특별자치시","85세이상","2020 년","3346","912","2434","37.5","3342","912","2430","37.5",
"세종특별자치시","85세이상","2021 년","3678","1028","2650","38.8","3668","1025","2643","38.8",
"세종특별자치시","85세이상","2022 년","3867","1080","2787","38.8","3860","1078","2782","38.7",
"세종특별자치시","85세이상","2023 년","4068","1161","2907","39.9","4060","1159","2901","40",
"세종특별자치시","평균연령","2015 년","36.5","35.7","37.4","","36.5","35.7","37.4","",
"세종특별자치시","평균연령","2016 년","36.1","35.4","36.9","","36.1","35.3","36.9","",
"세종특별자치시","평균연령","2017 년","36.1","35.5","36.8","","36.1","35.4","36.8","",
"세종특별자치시","평균연령","2018 년","36.2","35.6","36.9","","36.2","35.6","36.9","",
"세종특별자치시","평균연령","2019 년","36.5","35.9","37.1","","36.5","36","37.1","",
"세종특별자치시","평균연령","2020 년","36.9","36.3","37.4","","36.9","36.3","37.4","",
"세종특별자치시","평균연령","2021 년","37.4","36.9","37.9","","37.4","36.9","37.9","",
"세종특별자치시","평균연령","2022 년","37.7","37.2","38.3","","37.7","37.2","38.3","",
"세종특별자치시","평균연령","2023 년","38.2","37.7","38.8","","38.3","37.7","38.8","",
"세종특별자치시","중위연령","2015 년","36.5","36.2","36.9","","36.6","36.3","37","",
"세종특별자치시","중위연령","2016 년","36.4","36.1","36.7","","36.5","36.1","36.8","",
"세종특별자치시","중위연령","2017 년","36.7","36.4","37","","36.8","36.5","37","",
"세종특별자치시","중위연령","2018 년","37","36.8","37.3","","37.1","36.9","37.3","",
"세종특별자치시","중위연령","2019 년","37.5","37.2","37.7","","37.6","37.4","37.8","",
"세종특별자치시","중위연령","2020 년","38","37.7","38.3","","38.1","37.9","38.3","",
"세종특별자치시","중위연령","2021 년","38.7","38.5","39","","38.9","38.7","39","",
"세종특별자치시","중위연령","2022 년","39","38.6","39.4","","39.2","38.8","39.4","",
"세종특별자치시","중위연령","2023 년","39.6","39.2","40","","39.8","39.4","40.1","",
"경기도","합계","2015 년","12479061","6309661","6169400","102.3","12026429","6039800","5986629","100.9",
"경기도","합계","2016 년","12671956","6405301","6266655","102.2","12199257","6122936","6076321","100.8",
"경기도","합계","2017 년","12851601","6502723","6348878","102.4","12354512","6206756","6147756","101",
"경기도","합계","2018 년","13103188","6635106","6468082","102.6","12544991","6301846","6243145","100.9",
"경기도","합계","2019 년","13300900","6740448","6560452","102.7","12706105","6385194","6320911","101",
"경기도","합계","2020 년","13511676","6828367","6683309","102.2","12928214","6489718","6438496","100.8",
"경기도","합계","2021 년","13652529","6898723","6753806","102.1","13081325","6571118","6510207","100.9",
"경기도","합계","2022 년","13717827","6938563","6779264","102.3","13116902","6591993","6524909","101",
"경기도","합계","2023 년","13815367","6994451","6820916","102.5","13162788","6612985","6549803","101",
"경기도","0~4세","2015 년","608728","311848","296880","105","600260","307563","292697","105.1",
"경기도","0~4세","2016 년","603740","308993","294747","104.8","593820","303952","289868","104.9",
"경기도","0~4세","2017 년","578415","296246","282169","105","567564","290760","276804","105",
"경기도","0~4세","2018 년","563208","288581","274627","105.1","550307","281968","268339","105.1",
"경기도","0~4세","2019 년","538700","276443","262257","105.4","523378","268607","254771","105.4",
"경기도","0~4세","2020 년","501986","257213","244773","105.1","486921","249590","237331","105.2",
"경기도","0~4세","2021 년","466012","238704","227308","105","451883","231551","220332","105.1",
"경기도","0~4세","2022 년","438395","224396","213999","104.9","424657","217428","207229","104.9",
"경기도","0~4세","2023 년","413069","211452","201617","104.9","400506","205028","195478","104.9",
"경기도","5~9세","2015 년","624809","321590","303219","106.1","620260","319239","301021","106.1",
"경기도","5~9세","2016 년","638717","328388","310329","105.8","633075","325413","307662","105.8",
"경기도","5~9세","2017 년","642575","330241","312334","105.7","637092","327400","309692","105.7",
"경기도","5~9세","2018 년","643029","329984","313045","105.4","635978","326438","309540","105.5",
"경기도","5~9세","2019 년","648107","332102","316005","105.1","638841","327453","311388","105.2",
"경기도","5~9세","2020 년","652341","333805","318536","104.8","642465","328877","313588","104.9",
"경기도","5~9세","2021 년","644943","329755","315188","104.6","632772","323665","309107","104.7",
"경기도","5~9세","2022 년","614616","314267","300349","104.6","600919","307425","293494","104.7",
"경기도","5~9세","2023 년","585767","299837","285930","104.9","572751","293229","279522","104.9",
"경기도","10~14세","2015 년","645095","333421","311674","107","642563","332110","310453","107",
"경기도","10~14세","2016 년","619832","319827","300005","106.6","616887","318298","298589","106.6",
"경기도","10~14세","2017 년","620144","319076","301068","106","617392","317717","299675","106",
"경기도","10~14세","2018 년","625920","321256","304664","105.4","622001","319321","302680","105.5",
"경기도","10~14세","2019 년","624707","320316","304391","105.2","619547","317745","301802","105.3",
"경기도","10~14세","2020 년","640423","328666","311757","105.4","634804","325837","308967","105.5",
"경기도","10~14세","2021 년","656852","336690","320162","105.2","650140","333248","316892","105.2",
"경기도","10~14세","2022 년","660956","338640","322316","105.1","652793","334494","318299","105.1",
"경기도","10~14세","2023 년","655379","335369","320010","104.8","646447","330878","315569","104.9",
"경기도","15~19세","2015 년","791805","409613","382192","107.2","786755","406991","379764","107.2",
"경기도","15~19세","2016 년","774124","399498","374626","106.6","768556","396700","371856","106.7",
"경기도","15~19세","2017 년","741283","383053","358230","106.9","735505","380128","355377","107",
"경기도","15~19세","2018 년","711806","367865","343941","107","704181","363915","340266","107",
"경기도","15~19세","2019 년","684717","353116","331601","106.5","676519","349037","327482","106.6",
"경기도","15~19세","2020 년","654522","335837","318685","105.4","648335","332871","315464","105.5",
"경기도","15~19세","2021 년","624696","320223","304473","105.2","618523","317276","301247","105.3",
"경기도","15~19세","2022 년","625253","319929","305324","104.8","616045","315309","300736","104.8",
"경기도","15~19세","2023 년","630892","322841","308051","104.8","618804","316501","302303","104.7",
"경기도","20~24세","2015 년","841409","447814","393595","113.8","804648","424263","380385","111.5",
"경기도","20~24세","2016 년","850579","454093","396486","114.5","813226","429973","383253","112.2",
"경기도","20~24세","2017 년","849008","452960","396048","114.4","810977","428430","382547","112",
"경기도","20~24세","2018 년","847682","452265","395417","114.4","801875","422273","379602","111.2",
"경기도","20~24세","2019 년","834387","444948","389439","114.3","786388","413913","372475","111.1",
"경기도","20~24세","2020 년","847646","444969","402677","110.5","808894","421169","387725","108.6",
"경기도","20~24세","2021 년","820998","430376","390622","110.2","787648","411359","376289","109.3",
"경기도","20~24세","2022 년","776298","409774","366524","111.8","739484","388613","350871","110.8",
"경기도","20~24세","2023 년","740139","391489","348650","112.3","695712","364555","331157","110.1",
"경기도","25~29세","2015 년","807673","429154","378519","113.4","731217","379395","351822","107.8",
"경기도","25~29세","2016 년","834467","444835","389632","114.2","756646","393321","363325","108.3",
"경기도","25~29세","2017 년","876704","470526","406178","115.8","796839","417477","379362","110",
"경기도","25~29세","2018 년","919599","496998","422601","117.6","834485","439555","394930","111.3",
"경기도","25~29세","2019 년","953622","517879","435743","118.8","868553","460084","408469","112.6",
"경기도","25~29세","2020 년","980796","531660","449136","118.4","904805","481163","423642","113.6",
"경기도","25~29세","2021 년","988655","535522","453133","118.2","920787","491219","429568","114.4",
"경기도","25~29세","2022 년","978558","530901","447657","118.6","908543","484348","424195","114.2",
"경기도","25~29세","2023 년","967222","525598","441624","119","890257","473364","416893","113.5",
"경기도","30~34세","2015 년","974298","508729","465569","109.3","904071","462165","441906","104.6",
"경기도","30~34세","2016 년","939423","492343","447080","110.1","863963","442564","421399","105",
"경기도","30~34세","2017 년","906282","477664","428618","111.4","824632","424265","400367","106",
"경기도","30~34세","2018 년","899207","476558","422649","112.8","807838","416973","390865","106.7",
"경기도","30~34세","2019 년","906611","483344","423267","114.2","810656","420945","389711","108",
"경기도","30~34세","2020 년","919054","489226","429828","113.8","824564","429201","395363","108.6",
"경기도","30~34세","2021 년","944395","503662","440733","114.3","856307","448179","408128","109.8",
"경기도","30~34세","2022 년","979421","526297","453124","116.1","891285","469635","421650","111.4",
"경기도","30~34세","2023 년","1014680","549522","465158","118.1","920556","487347","433209","112.5",
"경기도","35~39세","2015 년","1045587","536301","509286","105.3","993964","502195","491769","102.1",
"경기도","35~39세","2016 년","1073515","551432","522083","105.6","1019400","515797","503603","102.4",
"경기도","35~39세","2017 년","1101844","568303","533541","106.5","1041924","529103","512821","103.2",
"경기도","35~39세","2018 년","1131739","585920","545819","107.3","1063315","541625","521690","103.8",
"경기도","35~39세","2019 년","1118336","582039","536297","108.5","1044396","534214","510182","104.7",
"경기도","35~39세","2020 년","1083739","564534","519205","108.7","1007461","516508","490953","105.2",
"경기도","35~39세","2021 년","1048051","547566","500485","109.4","969980","499139","470841","106",
"경기도","35~39세","2022 년","1002528","526009","476519","110.4","920405","474840","445565","106.6",
"경기도","35~39세","2023 년","979277","516066","463211","111.4","888943","459543","429400","107",
"경기도","40~44세","2015 년","1159219","592425","566794","104.5","1115735","565621","550114","102.8",
"경기도","40~44세","2016 년","1119278","572150","547128","104.6","1076513","545567","530946","102.8",
"경기도","40~44세","2017 년","1097795","560690","537105","104.4","1055120","534388","520732","102.6",
"경기도","40~44세","2018 년","1079663","553658","526005","105.3","1032478","524350","508128","103.2",
"경기도","40~44세","2019 년","1079145","554175","524970","105.6","1027063","521697","505366","103.2",
"경기도","40~44세","2020 년","1107785","568811","538974","105.5","1054406","535882","518524","103.3",
"경기도","40~44세","2021 년","1144257","588866","555391","106","1089476","555272","534204","103.9",
"경기도","40~44세","2022 년","1169885","603808","566077","106.7","1110353","567470","542883","104.5",
"경기도","40~44세","2023 년","1186574","614013","572561","107.2","1120845","574118","546727","105",
"경기도","45~49세","2015 년","1134981","574171","560810","102.4","1092241","550658","541583","101.7",
"경기도","45~49세","2016 년","1176250","592917","583333","101.6","1132327","568495","563832","100.8",
"경기도","45~49세","2017 년","1204113","610206","593907","102.7","1158126","584619","573507","101.9",
"경기도","45~49세","2018 년","1214041","616974","597067","103.3","1164537","589178","575359","102.4",
"경기도","45~49세","2019 년","1214187","619038","595149","104","1163248","589713","573535","102.8",
"경기도","45~49세","2020 년","1195611","608441","587170","103.6","1148173","581446","566727","102.6",
"경기도","45~49세","2021 년","1158611","590700","567911","104","1112873","564307","548566","102.9",
"경기도","45~49세","2022 년","1133292","577092","556200","103.8","1088275","551101","537174","102.6",
"경기도","45~49세","2023 년","1107103","565830","541273","104.5","1058878","537904","520974","103.2",
"경기도","50~54세","2015 년","1054682","540691","513991","105.2","1014137","520002","494135","105.2",
"경기도","50~54세","2016 년","1047131","537301","509830","105.4","1003764","515033","488731","105.4",
"경기도","50~54세","2017 년","1055583","537785","517798","103.9","1012005","515176","496829","103.7",
"경기도","50~54세","2018 년","1091113","551060","540053","102","1045208","526870","518338","101.6",
"경기도","50~54세","2019 년","1138512","572780","565732","101.2","1090769","547215","543554","100.7",
"경기도","50~54세","2020 년","1166575","585288","581287","100.7","1119026","560315","558711","100.3",
"경기도","50~54세","2021 년","1214132","608361","605771","100.4","1165738","582387","583351","99.8",
"경기도","50~54세","2022 년","1239256","624071","615185","101.4","1188331","596329","592002","100.7",
"경기도","50~54세","2023 년","1241361","626796","614565","102","1188471","597847","590624","101.2",
"경기도","55~59세","2015 년","900787","458719","442068","103.8","868366","442495","425871","103.9",
"경기도","55~59세","2016 년","971760","493228","478532","103.1","940329","477623","462706","103.2",
"경기도","55~59세","2017 년","1015993","516234","499759","103.3","983610","500165","483445","103.5",
"경기도","55~59세","2018 년","1056744","536539","520205","103.1","1016820","516779","500041","103.3",
"경기도","55~59세","2019 년","1073487","544882","528605","103.1","1029560","522724","506836","103.1",
"경기도","55~59세","2020 년","1079402","546744","532658","102.6","1033958","524219","509739","102.8",
"경기도","55~59세","2021 년","1071438","544215","527223","103.2","1023745","520151","503594","103.3",
"경기도","55~59세","2022 년","1077464","543707","533757","101.9","1029877","519609","510268","101.8",
"경기도","55~59세","2023 년","1106313","554232","552081","100.4","1058782","529836","528946","100.2",
"경기도","60~64세","2015 년","588180","292108","296072","98.7","566514","281170","285344","98.5",
"경기도","60~64세","2016 년","663883","330267","333616","99","639097","317802","321295","98.9",
"경기도","60~64세","2017 년","716151","357073","359078","99.4","688022","343033","344989","99.4",
"경기도","60~64세","2018 년","789566","394929","394637","100.1","758875","379729","379146","100.2",
"경기도","60~64세","2019 년","856522","428906","427616","100.3","824209","412981","411228","100.4",
"경기도","60~64세","2020 년","923711","462472","461239","100.3","888503","445476","443027","100.6",
"경기도","60~64세","2021 년","994733","497454","497279","100","961570","481524","480046","100.3",
"경기도","60~64세","2022 년","1030808","515715","515093","100.1","995641","498892","496749","100.4",
"경기도","60~64세","2023 년","1064833","533223","531610","100.3","1024710","513956","510754","100.6",
"경기도","65~69세","2015 년","429423","205630","223793","91.9","420257","201180","219077","91.8",
"경기도","65~69세","2016 년","440781","211582","229199","92.3","430447","206599","223848","92.3",
"경기도","65~69세","2017 년","470087","227286","242801","93.6","457905","221459","236446","93.7",
"경기도","65~69세","2018 년","493540","239025","254515","93.9","479507","232391","247116","94",
"경기도","65~69세","2019 년","531844","258300","273544","94.4","515623","250655","264968","94.6",
"경기도","65~69세","2020 년","599220","291342","307878","94.6","579930","282391","297539","94.9",
"경기도","65~69세","2021 년","670633","326755","343878","95","649907","317073","332834","95.3",
"경기도","65~69세","2022 년","718836","350895","367941","95.4","695009","339724","355285","95.6",
"경기도","65~69세","2023 년","785264","384866","400398","96.1","759672","372954","386718","96.4",
"경기도","70~74세","2015 년","347906","156470","191436","81.7","344742","155115","189627","81.8",
"경기도","70~74세","2016 년","352010","159523","192487","82.9","348702","158178","190524","83",
"경기도","70~74세","2017 년","361783","165414","196369","84.2","357975","163886","194089","84.4",
"경기도","70~74세","2018 년","382794","176951","205843","86","378409","175157","203252","86.2",
"경기도","70~74세","2019 년","405474","189352","216122","87.6","399915","186982","212933","87.8",
"경기도","70~74세","2020 년","427729","199991","227738","87.8","420576","197002","223574","88.1",
"경기도","70~74세","2021 년","437113","204609","232504","88","428985","201174","227811","88.3",
"경기도","70~74세","2022 년","463738","218274","245464","88.9","453905","214093","239812","89.3",
"경기도","70~74세","2023 년","483654","228015","255639","89.2","472138","223210","248928","89.7",
"경기도","75~79세","2015 년","263603","108863","154740","70.4","261492","108093","153399","70.5",
"경기도","75~79세","2016 년","279663","116975","162688","71.9","277523","116245","161278","72.1",
"경기도","75~79세","2017 년","304187","128798","175389","73.4","301957","128080","173877","73.7",
"경기도","75~79세","2018 년","316153","134673","181480","74.2","313834","133966","179868","74.5",
"경기도","75~79세","2019 년","323247","138510","184737","75","320620","137648","182972","75.2",
"경기도","75~79세","2020 년","331533","143197","188336","76","328604","142275","186329","76.4",
"경기도","75~79세","2021 년","335499","146234","189265","77.3","332463","145286","187177","77.6",
"경기도","75~79세","2022 년","344225","151369","192856","78.5","340481","150121","190360","78.9",
"경기도","75~79세","2023 년","362449","161089","201360","80","357984","159546","198438","80.4",
"경기도","80~84세","2015 년","155782","54574","101208","53.9","154755","54219","100536","53.9",
"경기도","80~84세","2016 년","172937","61754","111183","55.5","171786","61383","110403","55.6",
"경기도","80~84세","2017 년","185880","67803","118077","57.4","184672","67456","117216","57.5",
"경기도","80~84세","2018 년","201839","74832","127007","58.9","200422","74450","125972","59.1",
"경기도","80~84세","2019 년","218192","82160","136032","60.4","216629","81691","134938","60.5",
"경기도","80~84세","2020 년","230254","88134","142120","62","228357","87649","140708","62.3",
"경기도","80~84세","2021 년","244882","95085","149797","63.5","242920","94574","148346","63.8",
"경기도","80~84세","2022 년","266151","104878","161273","65","263960","104300","159660","65.3",
"경기도","80~84세","2023 년","276152","109542","166610","65.7","273590","108873","164717","66.1",
"경기도","85~89세","2015 년","73145","19894","53251","37.4","72728","19755","52973","37.3",
"경기도","85~89세","2016 년","79459","22169","57290","38.7","79010","22039","56971","38.7",
"경기도","85~89세","2017 년","86400","24803","61597","40.3","85947","24684","61263","40.3",
"경기도","85~89세","2018 년","94115","27654","66461","41.6","93617","27550","66067","41.7",
"경기도","85~89세","2019 년","104068","31406","72662","43.2","103440","31223","72217","43.2",
"경기도","85~89세","2020 년","116857","36118","80739","44.7","116151","35969","80182","44.9",
"경기도","85~89세","2021 년","129493","40906","88587","46.2","128722","40731","87991","46.3",
"경기도","85~89세","2022 년","137918","44590","93328","47.8","136993","44365","92628","47.9",
"경기도","85~89세","2023 년","149502","49175","100327","49","148361","48881","99480","49.1",
"경기도","90~94세","2015 년","25981","6377","19604","32.5","25813","6326","19487","32.5",
"경기도","90~94세","2016 년","27510","6527","20983","31.1","27335","6475","20860","31",
"경기도","90~94세","2017 년","29427","6804","22623","30.1","29325","6780","22545","30.1",
"경기도","90~94세","2018 년","32367","7338","25029","29.3","32263","7315","24948","29.3",
"경기도","90~94세","2019 년","37290","8581","28709","29.9","37091","8526","28565","29.8",
"경기도","90~94세","2020 년","41752","9687","32065","30.2","41579","9654","31925","30.2",
"경기도","90~94세","2021 년","45383","10738","34645","31","45182","10710","34472","31.1",
"경기도","90~94세","2022 년","48181","11675","36506","32","47938","11630","36308","32",
"경기도","90~94세","2023 년","52345","12999","39346","33","52039","12929","39110","33.1",
"경기도","95~99세","2015 년","5252","1155","4097","28.2","5210","1138","4072","27.9",
"경기도","95~99세","2016 년","6091","1373","4718","29.1","6060","1362","4698","29",
"경기도","95~99세","2017 년","7048","1621","5427","29.9","7031","1617","5414","29.9",
"경기도","95~99세","2018 년","8070","1891","6179","30.6","8051","1889","6162","30.7",
"경기도","95~99세","2019 년","8600","1948","6652","29.3","8522","1922","6600","29.1",
"경기도","95~99세","2020 년","9426","1986","7440","26.7","9394","1980","7414","26.7",
"경기도","95~99세","2021 년","10191","2013","8178","24.6","10148","2006","8142","24.6",
"경기도","95~99세","2022 년","10426","1967","8459","23.3","10392","1959","8433","23.2",
"경기도","95~99세","2023 년","11644","2129","9515","22.4","11605","2121","9484","22.4",
"경기도","100세이상","2015 년","716","114","602","18.9","701","107","594","18",
"경기도","100세이상","2016 년","806","126","680","18.5","791","117","674","17.4",
"경기도","100세이상","2017 년","899","137","762","18","892","133","759","17.5",
"경기도","100세이상","2018 년","993","155","838","18.5","990","154","836","18.4",
"경기도","100세이상","2019 년","1145","223","922","24.2","1138","219","919","23.8",
"경기도","100세이상","2020 년","1314","246","1068","23","1308","244","1064","22.9",
"경기도","100세이상","2021 년","1562","289","1273","22.7","1556","287","1269","22.6",
"경기도","100세이상","2022 년","1622","309","1313","23.5","1616","308","1308","23.5",
"경기도","100세이상","2023 년","1748","368","1380","26.7","1737","365","1372","26.6",
"경기도","15세미만","2015 년","1878632","966859","911773","106","1863083","958912","904171","106.1",
"경기도","15세미만","2016 년","1862289","957208","905081","105.8","1843782","947663","896119","105.8",
"경기도","15세미만","2017 년","1841134","945563","895571","105.6","1822048","935877","886171","105.6",
"경기도","15세미만","2018 년","1832157","939821","892336","105.3","1808286","927727","880559","105.4",
