행정구역별,연령별,1998 년,1999 년,2000 년,2001 년,2002 년,2003 년,2004 년,2005 년,2006 년,2007 년,2008 년,2009 년,2010 년,2011 년,2012 년,2013 년,2014 년,2015 년,2016 년,2017 년,2018 년,2019 년,2020 년,2021 년,2022 년,2023 년
부산광역시,93세,-,246,295,319,346,344,369,471,467,476,452,543,719,679,748,870,996,1215,1315,1226,1381,1407,1919,2026,2009,1880
부산광역시,94세,-,186,180,229,243,270,259,286,361,370,400,357,530,569,556,611,718,805,1002,1072,988,1141,1142,1520,1559,1566
부산광역시,95세,-,493,510,492,505,559,612,633,681,762,287,315,350,418,458,452,510,569,661,819,853,828,930,866,1152,1253
부산광역시,96세,-,-,-,-,-,-,-,-,-,-,187,205,347,293,331,358,368,417,480,527,666,699,664,672,626,886
부산광역시,97세,-,-,-,-,-,-,-,-,-,-,118,152,271,291,245,270,293,296,343,389,408,538,550,434,464,474
부산광역시,98세,-,-,-,-,-,-,-,-,-,-,79,86,218,230,247,195,217,252,248,280,303,341,449,353,287,334
부산광역시,99세,-,-,-,-,-,-,-,-,-,-,51,60,193,176,198,205,158,181,221,197,243,242,283,265,238,195
부산광역시,100세 이상,-,-,-,-,-,-,-,-,-,-,117,132,1043,1078,1183,1299,1407,1489,1585,1614,1665,1790,1887,402,406,432
대구광역시,계,2493440,2505710,2524253,2525109,2525803,2529544,2524712,2511306,2496115,2493261,2492724,2489781,2511676,2507271,2505644,2501588,2493264,2487829,2484557,2475231,2461769,2438031,2418346,2385412,2363691,2374960
대구광역시,0세,30421,29371,30528,26356,22802,23072,21474,19656,19076,20956,19558,18567,19566,19944,20623,18708,18668,18810,17761,15444,13993,12896,10935,10408,9994,9288
대구광역시,1세,34495,31884,31035,31804,27518,23803,24004,22211,20306,19993,21960,20576,19505,20525,20968,21647,19510,19590,19725,18625,16306,14564,13326,11371,11014,10675
대구광역시,2세,35375,34508,31985,30930,31753,27568,23826,23912,22008,20225,20105,22175,20742,19721,20839,21177,21782,19578,19761,19884,18774,16408,14626,13434,11667,11476
대구광역시,3세,36760,35392,34557,31785,30997,31839,27608,23724,23761,22005,20269,20321,22423,20960,19842,21018,21270,21966,19796,19906,20010,18791,16445,14643,13672,12056
대구광역시,4세,37044,36871,35533,34439,31808,31099,31989,27494,23694,23880,22084,20465,20347,22554,21088,19963,21171,21383,22155,19915,20020,20148,18868,16501,14875,14092
대구광역시,5세,36763,37015,37080,35477,34561,31938,31171,31886,27505,23767,23944,22255,20625,20494,22696,21215,20008,21299,21558,22224,19918,20044,20143,18951,16661,15212
대구광역시,6세,37915,37039,37417,37270,35799,34936,32234,31311,32071,27773,24032,24304,22475,20847,20750,22968,21323,20197,21519,21713,22413,20047,20147,20216,19272,17059
대구광역시,7세,37343,38052,37227,37412,37362,36049,35073,32081,31347,32125,27883,24117,24407,22532,20892,20801,23012,21367,20278,21577,21705,22311,19952,20167,20328,19530
대구광역시,8세,34233,37466,38358,37257,37602,37646,36143,34917,32158,31428,32276,28037,24165,24490,22572,20959,20825,23033,21385,20326,21518,21648,22240,19913,20244,20557
대구광역시,9세,35055,34374,37763,38508,37510,37990,37830,36094,34990,32237,31578,32373,28172,24247,24573,22649,20955,20892,23098,21429,20296,21455,21544,22219,20003,20458
대구광역시,10세,33668,35239,34759,37950,38825,37816,38237,37849,36174,35249,32442,31769,32517,28231,24259,24623,22720,20976,20941,23134,21370,20249,21397,21519,22295,20203
대구광역시,11세,34104,33976,35697,35085,38368,39364,38154,38287,38027,36385,35505,32689,31963,32648,28318,24315,24708,22742,21064,21039,23101,21319,20137,21346,21596,22532
대구광역시,12세,35100,34548,34548,36116,35610,38987,39689,38382,38610,38448,36693,35754,32962,32177,32856,28458,24396,24820,22841,21101,21019,23059,21314,20107,21477,21803
대구광역시,13세,36221,35007,34459,34463,36136,35651,39002,39583,38317,38612,38520,36785,35797,33014,32147,32846,28473,24363,24851,22876,21075,20916,22949,21236,20077,21565
대구광역시,14세,36466,36150,35069,34439,34585,36282,35756,38878,39509,38355,38613,38553,36846,35766,33003,32088,32838,28437,24352,24824,22798,21044,20835,22879,21272,20200
대구광역시,15세,42339,36431,36185,35106,34559,34736,36227,35594,38808,39518,38452,38639,38643,36850,35744,32989,32082,32812,28463,24314,24714,22654,20941,20761,22832,21384
대구광역시,16세,46906,41881,36199,35836,34880,34349,34465,35847,35211,38428,39246,38095,38407,38310,36516,35556,32828,31880,32653,28237,24143,24517,22490,20698,20608,22801
대구광역시,17세,48593,46534,41750,36030,35709,34743,34147,34203,35621,35116,38280,39075,38035,38215,38228,36478,35423,32685,31809,32571,28158,24024,24448,22377,20651,20689
대구광역시,18세,47131,48246,46385,41548,35800,35544,34535,33807,33826,35381,34915,37900,38796,37624,37961,37961,36207,35178,32486,31696,32279,27936,23928,24289,22293,20740
대구광역시,19세,46860,47010,48018,46090,41320,35626,35316,34088,33215,33352,35090,34377,37535,38317,37336,37431,37421,35697,34667,31964,31015,31480,27459,23325,24431,22204
대구광역시,20세,39265,46656,46921,47602,45776,41072,35411,34912,33568,32894,33163,34732,34203,37263,38188,37062,37206,37233,35449,34405,31710,30635,31297,27070,23387,24199
대구광역시,21세,43284,39168,46673,46734,47310,45581,40900,35061,34365,33241,32725,32869,34485,33913,36919,37849,36814,36926,36992,35305,34225,31367,30670,31012,27275,23465
대구광역시,22세,42696,43490,39313,46425,46635,47045,45312,40530,34564,34041,32902,32310,32431,33900,33382,36467,37264,36397,36553,36578,34958,33670,31336,30249,31066,26924
대구광역시,23세,45192,42670,43448,38984,45928,46186,46396,44367,39545,33834,33371,32258,31749,31700,33246,32598,35582,36496,35763,35928,35752,33951,33291,30307,29841,30441
대구광역시,24세,47772,45072,42495,42791,38401,45191,45328,45297,42919,38607,32976,32609,31608,30920,30999,32346,31755,34731,35874,35041,35081,34520,33339,32019,29348,28884
대구광역시,25세,49712,47420,44580,41725,41791,37628,44393,44112,43691,41873,37566,32070,31932,30850,30125,29930,31427,30994,34076,35113,34115,33723,33826,31982,30744,28260
대구광역시,26세,50147,48830,46716,43271,40741,40981,36681,42941,42347,42436,40507,36436,31390,30925,29809,29183,28864,30486,30375,33380,34308,32825,32692,32501,30637,29628
대구광역시,27세,50625,49015,47864,45229,41954,39503,39724,35558,41129,40973,40949,39335,35448,30413,29864,28818,28274,28081,29819,29798,32597,33036,31868,31413,31251,29815
대구광역시,28세,48678,49664,47963,46265,43897,41004,38501,38564,34157,40122,39913,39980,38665,34582,29558,29212,28119,27667,27659,29349,29209,31499,32244,30897,30532,30729
대구광역시,29세,48727,48046,48889,46836,45417,43014,40163,37551,37437,33401,39143,38989,39445,37911,33883,29082,28631,27744,27367,27315,28890,28415,30971,31471,30282,30125
대구광역시,30세,49689,48408,47707,47968,46140,44869,42308,39429,36585,36737,32968,38549,38694,38760,37118,33313,28544,28290,27395,27069,26957,28369,27847,30284,31003,30214
대구광역시,31세,47094,49396,48301,47046,47475,45658,44157,41582,38516,36101,36320,32649,38516,38274,38333,36671,32810,28293,28200,27200,26968,26449,28013,27391,29976,30936
대구광역시,32세,43465,46838,49260,47812,46568,47182,44843,43431,40972,38144,35932,36128,32577,38086,37977,38064,36348,32651,28185,28066,27054,26501,26027,27631,27153,30022
대구광역시,33세,45726,43202,46878,48857,47419,46214,46601,44384,43013,40592,37976,35761,36281,32519,37939,37800,37755,36215,32658,28017,28016,26772,26161,25603,27426,27351
대구광역시,34세,45027,45573,43279,46796,48636,47273,45846,46270,43965,42750,40551,37960,35950,36087,32507,37977,37610,37613,36202,32586,28041,27714,26608,25871,25507,27642
대구광역시,35세,42920,44999,45680,43127,46638,48635,47007,45493,45806,43893,42645,40524,38262,35947,36004,32465,37726,37589,37516,36197,32482,27796,27466,26383,25809,25822
대구광역시,36세,48954,42921,45182,45729,42963,46615,48341,46661,45374,45737,43841,42622,40962,38263,35864,36058,32437,37669,37474,37381,36090,32218,27581,27192,26342,26096
대구광역시,37세,51522,48883,42991,45059,45642,43015,46454,48110,46394,45344,45817,43863,43210,41044,38320,35814,35979,32469,37654,37416,37391,35864,31981,27394,27195,26725
대구광역시,38세,49701,51458,49092,42929,44985,45659,42777,46205,47963,46382,45461,45806,44540,43135,41031,38339,35780,36017,32449,37667,37430,37116,35699,31683,27344,27564
대구광역시,39세,50014,49619,51515,49013,43003,45004,45460,42566,46041,47957,46484,45521,46488,44519,43201,41018,38248,35827,36035,32416,37549,37187,36927,35433,31702,27593
대구광역시,40세,41909,49839,49617,51289,48978,42972,44816,45162,42390,46024,48114,46499,46043,46489,44490,43254,40938,38164,35877,36024,32321,37362,36960,36694,35428,31940
대구광역시,41세,43894,41718,49753,49268,51170,48815,42627,44558,44919,42352,46027,47953,47092,45948,46451,44534,43186,40869,38170,35868,35851,32133,37119,36604,36601,35655
대구광역시,42세,40578,43583,41541,49456,49026,50965,48494,42288,44279,44804,42342,45954,48680,47050,45873,46339,44400,43137,40875,38000,35684,35591,31952,36888,36512,36932
대구광역시,43세,41342,40301,43425,41185,49153,48719,50485,48014,41940,44095,44748,42218,46502,48541,46886,45837,46207,44229,43017,40764,37855,35499,35476,31680,36816,36748
대구광역시,44세,34962,40985,40113,43063,40969,48709,48278,50066,47724,41811,43985,44557,42783,46294,48363,46755,45636,46173,44194,42879,40581,37557,35213,35106,31576,37038
대구광역시,45세,32941,34571,40732,39709,42713,40638,48207,47784,49644,47485,41729,43829,45109,42540,46083,48220,46529,45448,45964,44009,42659,40214,37291,34949,35006,31702
대구광역시,46세,35942,32636,34358,40378,39407,42377,40187,47780,47418,49315,47303,41545,44240,44798,42311,45872,47887,46336,45323,45768,43764,42290,39999,36915,34697,35170
대구광역시,47세,27694,35479,32448,34021,39969,38997,41802,39791,47329,47099,49067,47033,42135,43917,44590,42164,45472,47594,46057,45052,45472,43426,41987,39499,36701,34864
대구광역시,48세,27368,27410,35292,32115,33683,39561,38544,41353,39370,47007,46918,48825,47612,41753,43621,44327,41873,45154,47362,45731,44715,45078,43073,41586,39190,36786
대구광역시,49세,28454,27095,27189,34912,31866,33354,39047,38073,40878,38986,46672,46565,49453,47166,41508,43442,43960,41570,44983,47051,45368,44237,44769,42634,41275,39279
대구광역시,50세,28399,28169,26824,26905,34475,31509,32962,38566,37647,40579,38746,46307,47148,48961,46859,41171,43067,43592,41253,44625,46587,44861,43879,44207,42324,41461
대구광역시,51세,26569,28132,27970,26565,26585,34087,31060,32523,38078,37288,40347,38474,46798,46657,48608,46463,40788,42755,43252,40923,44166,46039,44501,43337,43800,42429
대구광역시,52세,19260,26227,27936,27594,26207,26353,33693,30683,32113,37721,37136,40078,38797,46360,46350,48158,45940,40384,42427,42880,40519,43736,45745,43927,42926,43942
대구광역시,53세,17502,19013,25982,27590,27262,25941,26020,33161,30261,31829,37415,36808,40448,38376,45973,45932,47666,45441,40075,42008,42525,40047,43279,45140,43499,43037
대구광역시,54세,21031,17315,18880,25661,27305,26981,25593,25596,32790,29941,31534,37104,37147,40040,38045,45488,45464,47237,45069,39675,41598,42028,39687,42675,44662,43704
대구광역시,55세,22308,20783,17167,18576,25349,26992,26592,25238,25225,32424,29718,31161,37462,36731,39697,37669,44957,45047,46752,44571,39327,41096,41599,39024,42201,44769
대구광역시,56세,25836,22029,20593,16963,18375,25028,26606,26167,24861,24910,32104,29375,31334,37065,36393,39348,37340,44512,44594,46240,44136,38808,40697,40964,38525,42372
대구광역시,57세,21320,25549,21767,20290,16749,18148,24747,26206,25838,24594,24675,31766,29495,30924,36708,36015,38887,36996,44025,44122,45664,43609,38392,39978,40509,38665
대구광역시,58세,19325,21094,25289,21461,19988,16495,17908,24385,25899,25565,24381,24376,31931,29164,30653,36435,35590,38492,36641,43473,43639,45044,43159,37776,39455,40707
대구광역시,59세,20356,19086,20848,24872,21176,19699,16261,17623,24054,25528,25290,24158,24476,31587,28834,30323,35982,35197,38127,36160,42982,42981,44541,42416,37241,39713
대구광역시,60세,17944,20068,18759,20533,24423,20934,19438,16017,17401,23807,25196,25041,24193,24176,31312,28516,30005,35610,34839,37657,35806,42461,42462,43686,41754,37416
대구광역시,61세,17024,17665,19828,18474,20224,24074,20551,19160,15795,17118,23468,24900,25102,23906,23915,30996,28145,29661,35264,34425,37214,35313,41881,41674,43048,41964
대구광역시,62세,16209,16827,17420,19523,18146,19978,23779,20202,18807,15596,16886,23191,24972,24708,23659,23626,30615,27810,29333,34796,34069,36719,34859,41104,41032,43270
대구광역시,63세,15928,15957,16503,17100,19157,17867,19693,23330,19824,18591,15417,16699,23196,24664,24476,23330,23350,30162,27486,28909,34356,33530,36245,34191,40463,41317
대구광역시,64세,14916,15633,15675,16238,16809,18874,17589,19333,22888,19520,18352,15204,16680,22941,24356,24212,23050,23044,29839,27136,28529,33958,33119,35552,33670,40783
대구광역시,65세,12374,14704,15375,15381,15941,16533,18521,17255,18979,22636,19278,18141,15214,16508,22700,24083,23962,22733,22773,29465,26830,28201,33546,32546,35004,33917
대구광역시,66세,12414,12157,14409,15070,15062,15628,16226,18174,16917,18671,22338,18940,18042,15018,16302,22458,23808,23672,22500,22441,29092,26463,27827,32968,31958,35296
대구광역시,67세,10427,12198,11950,14099,14755,14765,15340,15843,17835,16606,18403,21983,18890,17807,14828,16062,22150,23469,23386,22198,22212,28686,26113,27307,32473,32197
대구광역시,68세,9555,10282,11995,11718,13759,14451,14404,15046,15484,17484,16330,18111,21834,18587,17588,14628,15886,21840,23192,23041,21917,21875,28287,25539,26838,32761
대구광역시,69세,8848,9306,10041,11651,11442,13402,14141,14068,14675,15192,17185,16044,17998,21537,18407,17358,14437,15692,21570,22850,22725,21591,21618,27724,25100,27059
대구광역시,70세,8721,8637,9057,9768,11324,11238,13105,13716,13725,14410,14885,16862,15922,17696,21151,18094,17074,14211,15515,21255,22493,22325,21226,21163,27227,25229
대구광역시,71세,8147,8539,8378,8718,9460,11006,10924,12771,13316,13416,14054,14561,16652,15640,17418,20781,17776,16781,13978,15261,20941,22100,22008,20768,20729,27408
대구광역시,72세,6578,7878,8279,8134,8446,9215,10723,10552,12386,12985,13154,13731,14342,16313,15410,17080,20380,17457,16546,13751,14969,20667,21730,21501,20328,20911
대구광역시,73세,6647,6395,7659,7980,7872,8196,8936,10381,10291,12063,12626,12843,13538,14073,15954,15128,16757,19992,17142,16248,13482,14690,20304,21225,21019,20482
대구광역시,74세,5804,6418,6159,7372,7646,7567,7894,8660,10002,9934,11688,12309,12576,13252,13748,15566,14778,16402,19558,16818,15939,13224,14406,19784,20816,21092
대구광역시,75세,5583,5548,6134,5859,7038,7368,7288,7612,8355,9662,9636,11282,12036,12185,12857,13432,15167,14373,16005,19094,16442,15565,12962,14042,19311,20900
대구광역시,76세,5304,5328,5242,5830,5536,6744,7055,6967,7344,8075,9377,9287,10968,11681,11845,12504,13090,14731,13955,15604,18577,16065,15233,12579,13649,19454
대구광역시,77세,4554,5070,5054,4924,5478,5300,6401,6737,6633,7018,7774,9031,9049,10564,11275,11487,12083,12685,14316,13599,15218,18050,15626,14796,12211,13670
대구광역시,78세,3910,4303,4769,4734,4635,5138,5040,6036,6395,6356,6733,7435,8720,8721,10187,10892,11037,11669,12276,13867,13166,14756,17536,15127,14319,12151
대구광역시,79세,3390,3657,4006,4434,4412,4343,4799,4743,5700,6056,6010,6413,7115,8362,8386,9796,10426,10583,11244,11797,13359,12670,14245,16843,14550,14226
대구광역시,80세,2934,3168,3386,3673,4133,4095,4015,4485,4385,5409,5736,5653,6146,6705,7951,8040,9300,9969,10177,10769,11321,12865,12187,13634,16130,14442
대구광역시,81세,3014,2686,2889,3110,3351,3832,3780,3694,4140,4087,5087,5358,5367,5757,6357,7529,7583,8881,9494,9688,10246,10802,12266,11581,13011,15918
대구광역시,82세,2511,2734,2453,2635,2786,3060,3508,3444,3394,3826,3814,4739,5081,5038,5351,5966,7063,7135,8379,8984,9222,9773,10267,11596,10912,12792
대구광역시,83세,2032,2247,2435,2182,2388,2495,2739,3192,3127,3076,3550,3524,4432,4745,4690,5015,5560,6583,6687,7841,8432,8711,9216,9611,10860,10662
대구광역시,84세,1772,1828,1965,2141,1956,2120,2269,2465,2879,2815,2787,3178,3296,4096,4370,4323,4645,5154,6124,6217,7323,7876,8175,8617,8937,10513
대구광역시,85세,6908,1547,1574,1711,1885,1691,1886,2012,2201,2557,2515,2537,2952,2982,3738,3995,3943,4254,4792,5642,5750,6742,7273,7537,7876,8569
대구광역시,86세,-,1235,1331,1402,1501,1617,1499,1671,1783,1964,2283,2261,2302,2648,2678,3334,3620,3571,3876,4405,5143,5307,6178,6694,6833,7498
대구광역시,87세,-,1089,1047,1117,1200,1274,1392,1302,1445,1541,1722,2036,2088,2055,2368,2363,2969,3261,3244,3530,3943,4656,4802,5568,6004,6429
대구광역시,88세,-,843,898,874,949,1015,1094,1151,1081,1250,1353,1537,1831,1813,1829,2081,2082,2646,2858,2905,3149,3539,4186,4275,4862,5614
대구광역시,89세,-,608,685,760,715,788,830,905,961,922,1048,1164,1368,1580,1599,1559,1840,1828,2303,2476,2540,2787,3115,3668,3673,4451
대구광역시,90세,-,498,488,544,605,590,658,674,740,813,779,873,1016,1164,1331,1379,1344,1555,1595,1971,2157,2196,2404,2677,3083,3329
대구광역시,91세,-,414,404,381,454,460,494,524,544,601,682,673,763,873,950,1135,1163,1124,1323,1330,1673,1857,1866,2045,2220,2742
대구광역시,92세,-,288,320,327,295,356,380,372,433,440,481,559,562,621,723,809,967,967,922,1135,1072,1410,1562,1560,1632,1938
대구광역시,93세,-,188,218,250,249,224,273,294,291,356,349,373,489,446,503,592,662,745,789,745,905,896,1181,1258,1230,1424
대구광역시,94세,-,133,137,157,183,190,192,209,221,215,283,270,333,372,361,411,491,518,608,614,616,733,726,939,975,1038
대구광역시,95세,-,298,308,333,360,409,444,464,496,544,177,227,249,256,304,291,336,379,430,469,502,491,609,555,689,794
대구광역시,96세,-,-,-,-,-,-,-,-,-,-,125,137,211,185,207,241,236,273,294,340,369,377,393,446,399,539
대구광역시,97세,-,-,-,-,-,-,-,-,-,-,85,100,154,167,146,161,194,179,208,224,273,296,297,273,293,306
대구광역시,98세,-,-,-,-,-,-,-,-,-,-,44,59,117,124,120,114,130,162,132,174,178,216,231,224,167,205
대구광역시,99세,-,-,-,-,-,-,-,-,-,-,42,38,77,93,103,99,97,105,119,96,130,141,160,145,142,117
대구광역시,100세 이상,-,-,-,-,-,-,-,-,-,-,86,95,354,374,417,460,501,543,591,615,628,678,733,245,238,265
인천광역시,계,2485199,2509086,2545769,2564598,2577989,2570194,2578817,2600495,2624391,2664576,2692696,2710579,2758296,2801274,2843981,2879782,2902608,2925815,2943069,2948542,2954642,2957026,2942828,2948375,2967314,2997410
인천광역시,0세,33985,32484,33100,28975,25466,25143,23792,21870,22533,25679,24302,23390,24648,25572,26925,24908,25087,24940,22961,19907,19012,17616,15253,14603,14617,13892
인천광역시,1세,38896,35728,34735,34965,30552,26380,26502,25313,23348,24412,27504,25896,24791,26934,27667,28749,26074,26162,26208,23915,20811,19351,17615,15994,15716,15920
인천광역시,2세,40266,38718,36218,34563,34975,30052,26464,26801,25554,23803,24852,27661,26036,25683,27617,28279,29028,26261,26160,26124,23846,20869,19126,17905,16671,16423
인천광역시,3세,42295,40129,38926,35978,34409,34323,30085,26818,26931,25982,24124,24960,27694,26820,26207,27879,28340,29099,26158,25940,25976,23781,20685,19411,18560,17286
인천광역시,4세,43765,41920,40201,38696,35785,33815,34372,30404,26862,27328,26203,24159,25004,28358,27156,26438,27897,28441,28893,25988,25726,25940,23641,20841,19985,19232
인천광역시,5세,44282,43328,42153,39828,38230,35151,33810,34646,30499,27154,27521,26126,24156,25391,28901,27277,26469,27992,28318,28679,25900,25667,25731,23768,21355,20398
인천광역시,6세,45731,44116,43336,41709,39453,37723,35127,34106,34788,30905,27147,27556,25989,24492,25638,29019,27283,26626,27885,28145,28334,25631,25361,25827,24242,21797
인천광역시,7세,44313,45443,44061,42771,41247,39023,37673,35328,34145,35087,30968,27119,27467,26173,24752,25796,29062,27290,26525,27732,27977,28242,25436,25431,26212,24729
인천광역시,8세,39878,43858,45432,43406,42265,40615,38809,37877,35307,34276,35107,30900,27096,27893,26461,24961,25867,29115,27298,26308,27557,27884,28005,25493,25777,26574
인천광역시,9세,38506,39480,43688,44771,42872,41522,40385,38876,37794,35437,34282,35074,30860,27372,28163,26702,25049,25832,29104,27187,26162,27419,27781,28111,25807,26078
인천광역시,10세,37178,38140,39313,43207,44033,42307,41337,40466,38786,37984,35407,34312,35013,31131,27605,28276,26753,25093,25818,28953,27075,26168,27197,27930,28346,26100
인천광역시,11세,35986,36929,38273,38914,42622,43372,42044,41414,40384,38912,37893,35288,34312,35265,31301,27763,28373,26829,25086,25780,28912,26988,25999,27301,28211,28713
인천광역시,12세,35452,35626,36741,37602,38263,41988,43049,41874,41106,40474,38865,37723,35331,34470,35394,31422,27820,28407,26873,25055,25722,28855,26790,26050,27564,28470
인천광역시,13세,36435,35276,35601,36522,37193,37896,41768,43018,41904,41190,40457,38785,37927,35539,34721,35639,31553,27930,28435,26866,25041,25774,28761,26885,26188,27870
인천광역시,14세,35661,36271,35269,35373,36152,36789,37794,41715,43032,42067,41218,40449,38946,38120,35748,34857,35743,31625,27961,28387,26868,25057,25756,28850,27018,26350
인천광역시,15세,39132,35705,36295,35182,35123,35899,36742,37824,41734,43114,42109,41272,40755,39083,38235,35865,34914,35814,31716,27955,28329,26886,25061,25742,29056,27176
인천광역시,16세,41675,39193,35756,36180,34971,34823,35786,36693,37797,41831,43055,42076,41455,40832,39166,38306,36010,35012,35893,31692,27938,28347,26830,25102,25823,29194
인천광역시,17세,42691,41726,39218,35716,36075,34729,34778,35833,36793,37912,41924,43018,42225,41610,41006,39325,38399,36075,35073,35859,31702,27915,28306,26862,25104,25915
인천광역시,18세,40879,42886,41812,39285,35598,35788,34540,34779,35833,36873,37936,41777,43159,42380,41662,41091,39365,38457,36176,35119,35830,31624,27896,28418,27024,25270
인천광역시,19세,39235,41214,43082,42054,39317,35316,35530,34552,34622,35814,36803,37659,41814,43086,42408,41645,40938,39288,38462,35897,34907,35637,31566,27991,28406,27021
인천광역시,20세,33598,39663,41391,43242,42361,39079,35310,35594,34607,34796,35888,36756,37950,42078,43411,42715,41815,41064,39540,38515,36013,34980,35624,31633,28010,28469
인천광역시,21세,35258,33964,40122,41829,43511,42178,39120,35377,35725,34870,34931,35848,37028,38302,42457,43681,42878,42059,41369,39744,38608,36299,35025,35714,31727,28142
인천광역시,22세,34161,36017,34723,40992,42638,43744,42466,39489,35714,36272,35151,35049,36195,37277,38690,42784,43918,42981,42292,41413,39791,38879,36183,35107,35807,31877
인천광역시,23세,37139,35096,36914,35730,41942,43081,44092,42895,39997,36263,36589,35174,35364,36481,37654,39104,42975,44162,43234,42650,41868,40306,39073,36477,35305,36205
인천광역시,24세,40747,38028,35983,38064,36736,42260,43370,44486,43270,40608,36484,36726,35419,35528,36987,38152,39150,43111,44492,43502,43177,42126,40000,39021,36591,35564
인천광역시,25세,44149,41613,38967,37140,39336,37087,42666,43819,44920,44136,41084,36691,36997,35763,35982,37378,38338,39252,43496,44791,43817,43425,41852,40085,39272,36895
인천광역시,26세,46347,44908,42666,39999,38286,39604,37399,42993,44345,45922,44915,41257,36965,37308,36270,36333,37499,38377,39467,43628,44984,44003,43104,42043,40325,39858
인천광역시,27세,49509,46889,46100,43721,41052,38588,39833,37712,43556,45185,46490,45126,41532,37267,37759,36809,36561,37462,38452,39622,43621,44894,43590,43091,42206,40679
인천광역시,28세,50121,49973,47834,46992,44791,41122,38505,40406,38110,44480,45803,46619,45591,42183,37827,38164,36898,36667,37585,38327,39557,43472,44307,43493,43279,42670
인천광역시,29세,52354,50233,50854,48554,47751,44726,41164,38974,40733,39074,45292,45841,47042,46300,43141,38449,38359,36978,36695,37619,38358,39224,42788,44387,44004,43744
인천광역시,30세,54307,52371,50975,51166,48880,47523,44975,41497,39528,41843,39737,45562,46319,47979,47210,43856,38794,38587,37112,36625,37532,38174,38761,43039,45005,44464
인천광역시,31세,51737,54080,52905,51008,51608,48351,47514,45284,42042,40427,42386,39901,46103,47470,49000,48144,44192,39035,38838,37121,36502,37257,37561,39033,43769,45758
인천광역시,32세,50425,51378,54440,52606,51168,50974,48276,47960,45575,42931,41187,42671,40536,47280,48520,50020,48637,44441,39341,38797,37324,36408,36919,37939,39726,44748
인천광역시,33세,54063,49807,51450,54000,52294,50506,50810,48735,48301,46363,43514,41369,43296,41485,48301,49524,50433,49104,44594,39289,38789,37158,35891,37276,38709,40604
인천광역시,34세,54310,53746,49972,50946,53516,51482,50194,51066,49048,49136,46915,43789,41989,44404,42232,49087,49846,50845,49285,44606,39229,38687,36761,36262,38161,39621
인천광역시,35세,51576,53841,53671,49455,50613,52582,51218,50429,51606,49773,49569,47146,44382,42832,45261,42826,49514,50176,51118,49267,44713,39202,38325,37050,37120,39238
인천광역시,36세,57615,50954,53652,52951,48903,49657,52234,51445,50789,52114,50123,49810,47956,45207,43580,45802,43131,49805,50383,50876,49175,44682,38889,38781,37881,38185
인천광역시,37세,58426,57173,50661,53093,52275,48128,49341,52466,51692,51223,52255,50215,50430,48878,45954,44085,46042,43392,49887,50171,50745,49091,44285,39315,39443,39016
인천광역시,38세,58482,57676,56806,50136,52335,51352,47722,49283,52619,51922,51327,52259,50890,51096,49406,46438,44141,46215,43396,49715,50055,50579,48506,44630,40085,40449
인천광역시,39세,53023,58079,57350,56275,49397,51269,50936,47535,49251,52954,51938,51241,52954,51535,51627,49792,46530,44298,46189,43198,49605,49951,50248,48766,45363,41002
인천광역시,40세,48901,52523,57845,56701,55591,48637,50768,51049,47566,49378,52994,51963,52144,53541,51978,52028,49724,46688,44312,46037,43063,49497,49516,50513,49545,46259
인천광역시,41세,46226,48534,52292,57268,56039,54642,48217,50652,50925,47670,49472,52920,52878,52606,53935,52349,52160,49781,46748,44116,45905,42919,49170,49787,51238,50397
인천광역시,42세,40693,45907,48264,51944,56653,55033,54031,48000,50661,51126,47659,49298,53880,53275,52916,54159,52329,52289,49791,46656,44086,45892,42640,49278,50374,51883
인천광역시,43세,40866,40499,45646,47969,51325,55604,54477,53801,47979,50827,51037,47568,50215,54093,53531,53160,54219,52446,52323,49695,46593,44003,45656,42746,49707,51060
인천광역시,44세,34264,40599,40290,45339,47369,50355,55026,54338,53733,48022,50764,50968,48346,50351,54333,53776,53225,54334,52531,52167,49624,46606,43828,45720,43041,50235
인천광역시,45세,28720,34048,40516,40016,44997,46570,49915,54731,54197,53835,47874,50654,51808,48400,50377,54425,53768,53256,54395,52435,52008,49649,46359,43875,46030,43435
인천광역시,46세,31733,28591,33914,40375,39613,44389,46157,49693,54598,54159,53740,47782,51581,52009,48607,50506,54422,53809,53288,54396,52284,51812,49312,46371,44115,46454
인천광역시,47세,20465,31563,28432,33731,40135,39025,43930,45943,49453,54556,54078,53568,48632,51566,52146,48637,50518,54434,53944,53235,54364,52111,51648,49296,46579,44432
인천광역시,48세,23323,20403,31443,28343,33425,39514,38543,43700,45815,49484,54464,53960,54363,48716,51604,52138,48602,50536,54331,53663,53175,54303,51868,51660,49449,46856
인천광역시,49세,23886,23261,20494,31353,28123,32912,39097,38237,43561,45741,49414,54401,54897,54418,48859,51744,52103,48532,50511,54184,53621,53169,53980,51820,51770,49769
인천광역시,50세,23389,23771,23207,20361,31162,27714,32608,38848,38152,43596,45646,49260,55230,55089,54445,48903,51708,52021,48404,50406,54048,53420,52830,53808,51815,51991
인천광역시,51세,23877,23321,23691,23128,20226,30725,27472,32422,38743,38151,43540,45515,50044,55326,55141,54390,48813,51671,51966,48254,50308,53978,53039,52703,53888,52124
